1413327278525,-0.05448139,-0.19068487,10.024576,stationary
1413327278682,-0.05448139,-0.14982383,10.065437,stationary
1413327278847,-0.05448139,-0.12258313,10.092678,stationary
1413327279001,-0.06810174,-0.17706452,10.092678,stationary
1413327279169,-0.05448139,-0.14982383,10.119919,stationary
1413327279340,-0.10896278,-0.14982383,10.092678,stationary
1413327279493,-0.12258313,-0.12258313,10.065437,stationary
1413327279646,-0.027240695,-0.14982383,10.119919,stationary
1413327279807,-0.05448139,-0.16344418,10.119919,stationary
1413327279976,-0.027240695,-0.14982383,10.092678,stationary
1413327280132,-0.05448139,-0.16344418,10.079058,stationary
1413327280284,-0.027240695,-0.10896278,10.119919,stationary
1413327280438,-0.013620348,-0.12258313,10.133538,stationary
1413327280593,-0.06810174,-0.19068487,10.065437,stationary
1413327280746,-0.027240695,-0.17706452,10.092678,stationary
1413327280915,-0.095342435,-0.12258313,10.092678,stationary
1413327281068,-0.027240695,-0.095342435,10.160779,stationary
1413327281226,-0.10896278,-0.17706452,10.133538,stationary
1413327281388,-0.05448139,-0.17706452,10.18802,stationary
1413327281545,-0.05448139,-0.24516626,10.228881,stationary
1413327281705,-0.06810174,-0.23154591,10.065437,stationary
1413327281856,-0.05448139,-0.13620348,10.065437,stationary
1413327282008,-0.095342435,-0.17706452,10.051817,stationary
1413327282164,-0.06810174,-0.21792556,10.119919,stationary
1413327282335,-0.05448139,-0.13620348,10.092678,stationary
1413327282487,-0.12258313,-0.16344418,10.092678,stationary
1413327282647,-0.027240695,-0.13620348,10.18802,stationary
1413327282799,-0.040861044,-0.17706452,10.133538,stationary
1413327282954,-0.027240695,-0.19068487,10.092678,stationary
1413327283109,-0.095342435,-0.21792556,10.119919,stationary
1413327283262,-0.05448139,-0.095342435,10.106298,stationary
1413327283416,-0.095342435,-0.10896278,10.119919,stationary
1413327283572,-0.08172209,-0.14982383,10.024576,stationary
1413327283724,-0.05448139,-0.08172209,10.079058,stationary
1413327283890,-0.027240695,-0.095342435,10.079058,stationary
1413327284061,-0.040861044,-0.19068487,10.106298,stationary
1413327284223,-0.08172209,-0.14982383,10.119919,stationary
1413327284396,-0.06810174,-0.20430522,10.106298,stationary
1413327284550,-0.027240695,-0.14982383,10.119919,stationary
1413327284705,-0.027240695,-0.16344418,9.997335,stationary
1413327284870,-0.040861044,-0.14982383,10.092678,stationary
1413327285022,-0.08172209,-0.027240695,10.119919,stationary
1413327285194,-0.12258313,-0.16344418,10.119919,stationary
1413327285347,-0.05448139,-0.14982383,10.133538,stationary
1413327285517,-0.095342435,-0.10896278,10.079058,stationary
1413327285674,-0.027240695,-0.14982383,10.160779,stationary
1413327285836,-0.08172209,-0.14982383,10.092678,stationary
1413327286003,-0.095342435,-0.13620348,10.065437,stationary
1413327286169,-0.06810174,-0.19068487,10.133538,stationary
1413327286343,-0.040861044,-0.14982383,10.051817,stationary
1413327286514,-0.06810174,-0.17706452,10.119919,stationary
1413327286666,-0.027240695,-0.17706452,10.160779,stationary
1413327286838,-0.05448139,-0.14982383,10.133538,stationary
1413327286995,-0.05448139,-0.16344418,10.119919,stationary
1413327287145,-0.05448139,-0.14982383,10.092678,stationary
1413327287311,-0.08172209,-0.17706452,10.133538,stationary
1413327287465,-0.08172209,-0.12258313,9.956474,stationary
1413327287632,-0.05448139,-0.13620348,10.051817,stationary
1413327287788,-0.05448139,-0.13620348,10.106298,stationary
1413327287955,-0.05448139,-0.12258313,10.106298,stationary
1413327288108,-0.06810174,-0.14982383,10.147159,stationary
1413327288263,-0.040861044,-0.12258313,10.160779,stationary
1413327288428,-0.027240695,-0.17706452,10.160779,stationary
1413327288583,-0.06810174,-0.19068487,10.065437,stationary
1413327288739,-0.06810174,-0.19068487,10.119919,stationary
1413327288897,-0.040861044,-0.16344418,10.092678,stationary
1413327289048,-0.05448139,-0.16344418,10.079058,stationary
1413327289205,-0.12258313,-0.17706452,10.079058,stationary
1413327289377,-0.095342435,-0.17706452,10.147159,stationary
1413327289530,-0.05448139,-0.14982383,10.065437,stationary
1413327289683,-0.10896278,-0.20430522,10.065437,stationary
1413327289841,-0.095342435,-0.21792556,10.106298,stationary
1413327290005,-0.05448139,-0.14982383,10.051817,stationary
1413327290159,-0.027240695,-0.19068487,10.092678,stationary
1413327290312,-0.08172209,-0.14982383,10.092678,stationary
1413327290464,-0.05448139,-0.095342435,10.119919,stationary
1413327290620,-0.013620348,-0.16344418,10.119919,stationary
1413327290772,-0.05448139,-0.14982383,10.079058,stationary
1413327290925,-0.095342435,-0.19068487,10.106298,stationary
1413327291096,-0.06810174,-0.14982383,10.133538,stationary
1413327291252,-0.027240695,-0.10896278,10.079058,stationary
1413327291402,-0.040861044,-0.16344418,10.092678,stationary
1413327291554,-0.05448139,-0.17706452,10.119919,stationary
1413327291709,-0.040861044,-0.19068487,10.092678,stationary
1413327291870,-0.040861044,-0.14982383,10.092678,stationary
1413327292037,-0.095342435,-0.14982383,10.079058,stationary
1413327292193,-0.10896278,-0.17706452,10.119919,stationary
1413327292361,-0.095342435,-0.13620348,10.051817,stationary
1413327292555,-0.06810174,-0.12258313,10.065437,stationary
1413327292705,-0.027240695,-0.14982383,10.106298,stationary
1413327292866,-0.027240695,-0.14982383,10.147159,stationary
1413327293035,-0.08172209,-0.16344418,10.065437,stationary
1413327293190,-0.05448139,-0.17706452,10.092678,stationary
1413327293358,-0.13620348,-0.14982383,10.106298,stationary
1413327293514,-0.08172209,-0.13620348,10.092678,stationary
1413327293666,-0.05448139,-0.14982383,10.092678,stationary
1413327293820,-0.06810174,-0.14982383,10.092678,stationary
1413327293970,-0.05448139,-0.20430522,10.160779,stationary
1413327294126,-0.05448139,-0.19068487,10.133538,stationary
1413327294294,-0.013620348,-0.17706452,10.106298,stationary
1413327294463,-0.05448139,-0.17706452,10.119919,stationary
1413327294619,-0.027240695,-0.13620348,10.133538,stationary
1413327294772,-0.06810174,-0.14982383,10.133538,stationary
1413327294926,-0.027240695,-0.13620348,10.119919,stationary
1413327295093,-0.06810174,-0.095342435,10.106298,stationary
1413327295247,-0.027240695,-0.16344418,10.065437,stationary
1413327295400,-0.05448139,-0.12258313,10.079058,stationary
1413327295553,-0.040861044,-0.14982383,10.092678,stationary
1413327295706,-0.05448139,-0.16344418,10.133538,stationary
1413327295877,-0.05448139,-0.16344418,10.119919,stationary
1413327296042,-0.05448139,-0.14982383,10.119919,stationary
1413327296194,-0.095342435,-0.16344418,10.119919,stationary
1413327296350,-0.05448139,-0.19068487,10.092678,stationary
